Defter;Place of origin;Migration;location_1;latitude_1;longitude_1;date_hijri_1;date_gregorian_1;location_2;latitude_2;longitude_2;date_hijri_2;date_gregorian_2;location_3;latitude_3;longitude_3;date_hijri_3;date_gregorian_3;location_4;latitude_4;longitude_4;date_hijri_4;date_gregorian_4;location_5;latitude_5;longitude_5;date_hijri_5;date_gregorian_5;location_6;latitude_6;longitude_6;date_hijri_6;date_gregorian_6;location_7;latitude_7;longitude_7;date_hijri_7;date_gregorian_7;location_8;latitude_8;longitude_8;date_hijri_8;date_gregorian_8;location_9;latitude_9;longitude_9;date_hijri_9;date_gregorian_9;location_10;latitude_10;longitude_10;date_hijri_10;date_gregorian_10;location_11;latitude_11;longitude_11;date_hijri_11;date_gregorian_11;location_12;latitude_12;longitude_12;date_hijri_12;date_gregorian_12;location_13;latitude_13;longitude_13;date_hijri_13;date_gregorian_13;location_14;latitude_14;longitude_14;date_hijri_14;date_gregorian_14
Defter 3839;Prespe;reft memleket, 29.S.1268;Tatavla;41,06;28,98;;;Prespe;40,9;21,03;29 S. 1268;01/01/1852;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3840;Ohri;reft memleket, 20 B. 1267;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;20 B. 1267;05/28/1851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3841;Ohri;reft memleket, 21 M. 1271;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;21 M. 1271;09/25/1854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3842;Ohri;reft vilayet, 5 Z. 1268;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;5 Z. 1268;09/30/1852;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3843;Ohri;reft vilayet, 13 Za. 1267;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;13 Za. 1267;09/06/1851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3844;Ohri;Varna, 11 S. 1271;Tatavla;41,06;28,98;;;Varna;43,21;27,91;11 S. 1271;11/12/1854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3845;Prespe;reft memleket, 11 C. 1268;Tatavla;41,06;28,98;;;Prespe;40,9;21,03;11 C. 1268;04/01/1852;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3847;Ohri;reft vilayet, 25 M. 1273;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;25 M. 1273;10/23/1856;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3848;Prespe;reft memleket, 16 Ca. 1268;Tatavla;41,06;28,98;;;Prespe;40,9;21,03;16 Ca. 1268;04/06/1852;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3849;Ohri;reft memleket, 23 M. 1270;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;23 M. 1270;10/01/1853;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3850;Ohri;reft memleket, 25.Z.1267;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;25.Z.1267;09/18/1851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3851;Ohri;reft memleket, 23 Z. 1267;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;23 Z. 1267;09/16/1851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3853;Kalkandelen;reft vilayet, 18 Ca. 1269;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;18 Ca. 1269;03/01/1853;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3854;Florina;reft memleket, 20 Z. 1267;Tatavla;41,06;28,98;;;Florina;40,78;21,41;20 Z. 1267;09/13/1851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3855;Ohri;reft memleket, 4 M. 1271;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;4 M. 1271;09/08/1854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3857;Ohri;reft, 17.Ca.1266;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;17.Ca.1266;04/11/1850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3858;Ohri;reft memleket, 27 Z. 1271;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;27 Z. 1271;09/23/1855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3861;Prespe ?;reft vilayet, 28 L. 1269;Tatavla;41,06;28,98;;;Prespe;40,9;21,03;28 L. 1269;08/10/1853;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3863;Ohri;reft vilayet, 24 Za. 1269;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;24 Za. 1269;09/23/1853;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3864;Ohri;reft memleket, 6 Z. 1267;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;6 Z. 1267;09/30/1851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3865;Köprülü;reft memleket, 16 L. 1271;Tatavla;41,06;28,98;;;Köprülü;41,74;21,77;16 L. 1271;07/28/1855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3867;Ohri;reft memleket, 19 Z. 1269;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;19 Z. 1269;09/18/1853;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3870;Kalkandelen;reft vilayet, 7 M. 1269;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;7 M. 1269;10/20/1852;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3871;Ohri;reft memleket, 30.Za.1270;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;30 Za. 1270;09/25/1854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3874;Ohri;reft memleket, 6.B.1271;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;6 B. 1271;03/21/1855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3875;Ohri;reft memleket, 12 Za. 1267;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;12 Za. 1267;09/05/1851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3876;Ohri;reft, 7 Za. 1267;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;7 Za. 1267;08/31/1851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3878;Ohri;reft memleket, 10 M. 1272;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;10 M. 1272;09/22/1855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3879;Ohri;reft memleket, 10 M. 1270;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;10 M. 1270;10/21/1853;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3880;Ohri;reft vilayet, 19 L. 1269;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;19 L. 1269;08/01/1853;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3882;Prespe;reft memleket, 29 Z. 1268;Tatavla;41,06;28,98;;;Prespe;40,9;21,03;29 Z. 1268;10/06/1852;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3883;Ohri;reft memleket, 27 Ca. 1267;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;27 Ca. 1267;04/04/1851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3884;Ohri;reft vilayet, 5.Za.1269;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;5 Za. 1269;08/01/1853;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3886;Ohri;reft memleket, 9.M.1270;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;9 M. 1270;10/13/1853;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3887;Ohri;reft memleket, 5 M. 1271;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;5 M. 1271;09/17/1854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3888;Florina;reft vilayet, 13 S. 1271;Tatavla;41,06;28,98;;;Florina;40,78;21,41;13 S. 1271;11/21/1854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3889;Ohri;reft vilayet, 4 Z. 1269;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;4 Z. 1269;09/30/1853;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3890;Ohri;reft memleket, 29 M. 1271;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;29 M. 1271;10/11/1854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3892;Ohri;reft memleket, 21 B. 1268;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;21 B. 1268;05/01/1852;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3893;Ohri;reft memleket, 15 M. 1269;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;15 M. 1269;11/18/1852;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3894;Ohri;reft memleket, 1.S.1272;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;1 S. 1272;09/30/1855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3895;Ohri;reft vilayet, 17 Z. 1269;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;17 Z. 1269;10/13/1853;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3898;Kesriye;reft memleket, 15.M.1270;Tatavla;41,06;28,98;;;Kesriye;40,52;21,27;15 M. 1270;10/19/1853;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3901;Ohri;reft memleket, 24 M. 1270;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;24 M. 1270;10/28/1853;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3904;Cuma;reft memleket, 16 Z. 1270;Tatavla;41,06;28,98;;;Cuma;41,42;23,2;16 Z. 1270;09/20/1854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3907;Manastır;reft vilayet, 11 B. 1266;Tatavla;41,06;28,98;;;Manastır;40,99;21,43;11 B. 1266;05/28/1850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3908;Prespe;reft memleket, 29 M. 1272;Tatavla;41,06;28,98;;;Prespe;40,9;21,03;29 M. 1272;09/10/1855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3910;Ohri;reft memleket, 30.Za.1270;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;30.Za.1270;08/30/1854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3911;Ohri;reft memleket, 2 M. 1271;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;2 M. 1271;09/14/1854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3912;Manastır;reft memleket, 18 S. 1270;Tatavla;41,06;28,98;;;Manastır;40,99;21,43;18 S. 1270;12/01/1853;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3914;Ohri;reft memleket, 26 N. 1269;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;26 N. 1269;08/01/1853;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3915;Ohri;reft memleket, 19 B. 1272;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;19 B. 1272;04/28/1856;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3916;Manastır;reft memleket, 5 M. 1271;Tatavla;41,06;28,98;;;Manastır;40,99;21,43;5 M. 1271;09/17/1854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3921;Ohri;reft vilayet, 24 Z. 1270;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;24 Z. 1270;09/23/1854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3923;Ohri;reft vilayet, 10 M. 1272;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;10 M. 1272;09/21/1855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3924;Manastır;reft vilayet, 5 B. 1269;Tatavla;41,06;28,98;;;Manastır;40,99;21,43;5 B. 1269;04/10/1853;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3926;Ohri;reft vilayet, 6 Z. 1269;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;6 Z. 1269;09/06/1853;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3927;Manastır;Varna, 11 S. 1271;Tatavla;41,06;28,98;;;Varna;43,21;27,91;11 S. 1271;11/22/1854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3929;Ohri;reft vilayet, 29 B. 1269;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;29 B. 1269;05/04/1853;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3930;Manastır;reft memleket, 28 M. 1271;Tatavla;41,06;28,98;;;Manastır;40,99;21,43;28 M. 1271;10/10/1854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3931;Manastır;reft memleket, 8 Z. 1270;Tatavla;41,06;28,98;;;Manastır;40,99;21,43;8 Z. 1270;08/07/1854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3933;Ohri;reft, 29 L. 1272;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;29 L. 1272;07/29/1856;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3934;Ohri;reft vilayet, 26 Z. 1269;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;26 Z. 1269;09/26/1853;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3935;Ohri;reft vilayet, 29 Za. 1269;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;29 Za. 1269;08/29/1853;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3936;Prespeli;reft memleket, 29 M. 1271;Tatavla;41,06;28,98;;;Prespeli;40,9;21,03;29 M. 1271;10/29/1854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3937;Manastır;reft vilayet, 17 M. 1269;Tatavla;41,06;28,98;;;Manastır;40,99;21,43;17 M. 1269;11/17/1852;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3938;Ohri;reft vilayet, 4 Za. 1270;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;4 Za. 1270;07/04/1854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3939;Manastır;reft memleket, 10 B. 1269;Tatavla;41,06;28,98;;;Manastır;40,99;21,43;10 B. 1269;05/10/1853;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3942;Ohri;reft memleket, 2.M.1271;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;2 M. 1271;10/02/1854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3944;Ohri;reft memleket, 14 L. 1269;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;14 L. 1269;07/14/1853;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3946;Ohri;reft memleket, 2.Ş.1272;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;2 Ş. 1272;03/02/1856;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3948;Ohri;reft memleket, 18 M. 1271;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;18 M. 1271;10/18/1854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3949;Ohri;reft memleket, 6 B. 1271;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;6 B. 1271;05/06/1855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3952;Prespeli;reft vilayet, 9 B. 1270;Tatavla;41,06;28,98;;;Prespeli;40,9;21,03;9 B. 1270;02/09/1854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3954;Ohri;reft memleket, 10 M. 1272;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;10 M. 1272;09/10/1855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3955;Ohri;reft memleket, 18 M. 1271;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;18 M. 1271;10/18/1854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3958;Manastır;reft vilayet, 21 M. 1272;Tatavla;41,06;28,98;;;Manastır;40,99;21,43;21 M. 1272;09/13/1855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3959;Ohri;Reft Memleket, 4 M. 1273;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;4 M. 1273;09/25/1856;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3960;Ohri;reft vilayet, 23 Ş. 1271;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;23 Ş. 1271;05/30/1855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3962;Prespe;reft vilayet, 2.Ra.1272;Tatavla;41,06;28,98;;;Prespe;40,9;21,03;2 Ra. 1272;12/01/1855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3963;Ohri;reft memleket, 2 M. 1271;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;2 M. 1271;09/24/1854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3964;Ohri;reft vilayet, 21 M. 1272;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;21 M. 1272;09/13/1855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3965;Manastır;reft vilayet, 19 M. 1270;Tatavla;41,06;28,98;;;Manastır;40,99;21,43;19 M. 1270;09/04/1853;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3966;Ohri;reft vilayet, 8 Za. 1270;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;8 Za. 1270;07/11/1854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3967;Prespe;reft vilayet, 21 M. 1272;Tatavla;41,06;28,98;;;Prespe;40,9;21,03;21 M. 1272;09/13/1855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3971;Prespe;reft vilayet, 21 M. 1272;Tatavla;41,06;28,98;;;Prespe;40,9;21,03;21 M. 1272;09/13/1855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3972;Manastır;reft memleket, 12.R.1272;Tatavla;41,06;28,98;;;Manastır;40,99;21,43;12 R. 1272;01/21/1856;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3973;Ohri;reft memleket, 10 C. 1272;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;10 C. 1272;02/14/1856;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3974;Ohri;reft memleket, 21.Ş.1271;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;21 Ş. 1271;05/28/1855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3975;Ohri;reft vilayet, 7 S. 1271;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;7 S. 1271;11/01/1854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3979;Manastır;Reft, 16 L. 1271;Tatavla;41,06;28,98;;;Manastır;40,99;21,43;16 L. 1271;06/30/1855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3984;Ohri;reft vilayet, 21 M. 1272;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;21 M. 1272;09/13/1855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3987;Ohri;reft vilayet, 6 Z. 1272;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;6 Z. 1272;07/24/1856;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3989;Ohri;reft memleket, 4 M. 1273;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;4 M. 1273;09/26/1856;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3990;Prespe;reft vilayet, 30 M. 1273;Tatavla;41,06;28,98;;;Prespe;40,9;21,03;30 M. 1273;10/22/1856;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3992;Cumapazarı;reft vilayet, 24 Ş. 1271;Tatavla;41,06;28,98;;;Cumapazarı;41,02;28,97;24 Ş. 1271;06/30/1855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3994;Ohri;reft vilayet, 21 M. 1272;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;21 M. 1272;09/13/1855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3995;Ohri;reft vilayet, 6 M. 1272;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;6 M. 1272;08/29/1855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 3997;Ohri;reft memleket, 25 Z. 1272;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;25 Z. 1272;08/12/1856;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 4000;Ohri;Reft Memleket, 3.Za.1271;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;3 Za. 1271;07/28/1855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 4002;Ohri;reft memleket, 21 Ca. 1272;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;21 Ca. 1272;02/28/1856;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 4007;Manastır;reft memleket, 7.M.1272;Tatavla;41,06;28,98;;;Manastır;40,99;21,43;7 M. 1272;09/01/1855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
